mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;basis-jaarlijks;beginjaar;bestrijdingsmiddelen;bodemtype (detail);bodemtype (grof);ecokleurenkoers;fysisch-chemisch;gemeente;krw-biologie;landgebruik 2015;meetpuntsoort;naam water;plaatsnaam;publicatie op internet 1;quickscan-vegetatie;type watergang;vistrajecten;vlakdekkende vegetatieopnamen;waterbreedte in m (in het veld geschat);waterbreedte in m (legger);waterdiepte in m (legger);waterlichaamcode;waterlichaamnaam;watertype waterlichaam;zwemwater;long;lat
00040-16;ZEVENHUIZERPLAS I midden op plas, op 16m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-2;ZEVENHUIZERPLAS I midden op plas, op 2m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-3;ZEVENHUIZERPLAS I midden op plas, op 3m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-4;ZEVENHUIZERPLAS I midden op plas, op 4m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-5;ZEVENHUIZERPLAS I midden op plas, op 5m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-6;ZEVENHUIZERPLAS I midden op plas, op 6m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-7;ZEVENHUIZERPLAS I midden op plas, op 7m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-8;ZEVENHUIZERPLAS I midden op plas, op 8m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00040-9;ZEVENHUIZERPLAS I midden op plas, op 9m diepte;98332;443703;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;;4,56238185864893;51,9788392555454
00041;SINGEL HOGE BERGSE BOS O v Hoeksekade Bhoek;96115;443376;SCHIEL;Schieland;1;;M27;;;1995;;Veen op ongerijpte klei;VEEN;Groen;1;Lansingerland;;Recreatie;Regulier;;Bergschenhoek;1;;Overige watergang;;;;10;1;NL39_24a;Hoge Bergse Bos;M27;;4,53017223266989;51,9756697556513
00042;BINNEN ROTTE L-Rottekade v steiger H de Keyserstr;93108;438597;SCHIEL;Schieland;1;;M03;;1;1995;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Boezem;Regulier;Binnenrotte;Rotterdam;1;;Boezem;;;;23;1;NL39_01a;Rotteboezem;M3;;4,48727378666309;51,93239248298
00043;Bergse Achterplas, plasje bij Ringdijk Peppelweg;92596;441398;SCHIEL;Schieland;3;;M27;;;1989;;Bebouwing;STEDELIJK;Geel;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Boezem;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47932126446515;51,9575087061474
00044;Bergse Achterplas, langs Ringdijk bij Buitenzorg;92310;440441;SCHIEL;Schieland;3;;M27;;;1989;;Bebouwing;STEDELIJK;Geel;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Boezem;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47533560934834;51,948875684551
00045;Bergse Voorplas, voor Berg-/Broeksverlaat, sluis;93244;440191;SCHIEL;Schieland;3;;M27;;;1989;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Plassen;Regulier;Rotte;Rotterdam;;;Overige watergang;;;;36;2;NL39_07a;Bergse Plassen;M27;;4,48896458961817;51,9467334064048
00046;ROTTE bij inlaat koornmolengat va steiger;98046;447054;SCHIEL;Schieland;1;via dijk Roerdomp;M03;;;1997;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;;4,5576625461433;52,0089267537892
00047;KOORNMOLENGAT ringsloot voor filter bij pomp;98005;447120;SCHIEL;Schieland;1;via dijk Roerdomp;-;;;1997;;Water;OVERIG;Oranje;1;Zuidplas;;Recreatie;Regulier;Rotte;Zevenhuizen;1;;Overige watergang;;;;125;1;;;;;4,55705445196617;52,009515710615
00048;KOORNMOLENGAT ringsloot na afloop uit rietveld;98206;446870;SCHIEL;Schieland;1;via dijk Roerdomp;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Recreatie;Regulier;Hennipsloot;Zevenhuizen;1;;Overige watergang;;;;8,2;1,3;;;;;4,56002324445489;52,007289475212
00049;WILGENPLAS Teugeweg vanaf steiger;91276;441547;SCHIEL;Schieland;1;;-;;;1999;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;8;0,9;;;;;4,46009203071589;51,958698011399
00050;Bleiswijkse Zoom, noordzijde nabij inlaat uit Rott;97497;446960;SCHIEL;Schieland;3;;M27;;;1988;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;Recreatie;Regulier;;Bleiswijk;;;Overige watergang;;;;5;0,7;NL39_06a;Bleiswijkse Zoom;M27;;4,54968290585558;52,0080253225403
00051;Zevenhuizerplas II bij parkeerplaats Middelweg;98631;444108;SCHIEL;Schieland;1;;M20;;;2002;;Lichte klei met homogeen profiel;KLEI;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;;4,56666690182221;51,9825095905615
00052;Rotte, voor Berg- en Broekse Verlaat vanaf brug;93333;440120;SCHIEL;Schieland;3;;M03;;;1989;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Boezem;Regulier;Rotte;Rotterdam;;;Boezem;;;;36;2;NL39_01a;Rotteboezem;M3;;4,49027168389973;51,9461051865039
00053;Koornmolengat, ringsloot fietspad 200m va Roerdomp;98231;446882;SCHIEL;Schieland;1;projectpunt voor beperkte duur;-;;;2005;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Recreatie;Regulier;Hennipsloot;Zevenhuizen;;;Overige watergang;;;;8,2;1,3;;;;;4,56038533307168;52,0073998818102
00054;VAART Bleiswijk to vijzelgemaal Bergweg-Noord;94002;444415;SCHIEL;Schieland;1;;M10;;1;1989;;Bebouwing;STEDELIJK;Blauw;1;Lansingerland;;Boezem;Regulier;;Bergschenhoek;1;;Boezem;;;;7;0,8;NL39_02a;Vaart Bleiswijk;M10;;4,49923763497706;51,9847795288858
00055;Boezemvaart voor  De Kooi, Rottekade 1 Bergschenho;97260;444816;SCHIEL;Schieland;3;;-;;;1989;;Veen op ongerijpte klei;VEEN;Blauw;;Lansingerland;;Boezem;Regulier;;Bergschenhoek;;;Boezem;;;;7;0,8;;;;;4,54659271615847;51,9887318012605
00056;Vaart Bleiswijk vanaf brug Merenweg, Bleiswijk;95944;446518;SCHIEL;Schieland;3;;M10;;;1989;;Bebouwing;STEDELIJK;Geel;;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Boezem;;;;7;0,8;NL39_02a;Vaart Bleiswijk;M10;;4,52714238014214;52,0038898258355
00057;RINGVAART ZPP va brug Bredeweg Moerkapelle;99422;450846;SCHIEL;Schieland;1;;M10;;;1989;;Lichte klei met homogeen profiel;KLEI;Groen;1;Zuidplas;;Boezem;Regulier;Ringvaart Zuidplaspolder;Moerkapelle;1;;Overige watergang;;;;10,8;1,22;NL39_03a;Ringvaart;M10;;4,57708619370455;52,0431464413132
00058;ZEVENHUIZERPLAS II nabij strand oost in badzone;99447;444473;SCHIEL;Schieland;1;varen botenhelling Strandweg;M20;;;2006;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Recreatie;Regulier;;Rotterdam;1;;Overige watergang;;;;4;0,6;NL39_04a;Zevenhuizerplas;M20;1;4,57848473826095;51,98587223618
00060;RINGVAART ZPP thv Wollefoppenweg vanaf brug;100635;443991;SCHIEL;Schieland;1;;M10;;1;1989;;Bebouwing;STEDELIJK;Blauw;1;Zuidplas;;Boezem;Regulier;Ringvaart Zuidplaspolder;Nieuwerkerk aan den IJssel;1;;Boezem;;;;12;1,89;NL39_03a;Ringvaart;M10;;4,59585399168267;51,9816578568879
00062;RINGVAART RDAM bij duiker onder Kralingse Zoom;96306;437768;SCHIEL;Schieland;1;;M10;;;1989;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Boezem;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;12;0,8;;;;;4,5339101492435;51,9252886172854
00063;Boezemkanaal Kralingsverlaat, steiger w. van sluis;94196;438809;SCHIEL;Schieland;1;;M03;;;1989;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Boezem;Regulier;Toevoerkanaal;Rotterdam;;;Boezem;;;;25;2,65;NL39_01a;Rotteboezem;M3;;4,50305433182872;51,9344178248626
00064;Kralingse Plas, t.o. Rozenburgpark voor duiker;94968;438304;SCHIEL;Schieland;3;;M14;;;1991;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;;4,51436688178519;51,9299630686498
00065;Kralingse Plas, bij Julianabrug Plaszoom;95250;438058;SCHIEL;Schieland;3;;M14;;;1975;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;;4,51850931955922;51,9277825351059
00066;SINGEL BOSZOOM bij gemaal thv Lagelandsepad;95961;439361;SCHIEL;Schieland;1;;M14;;;1991;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Recreatie;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;3;0,6;NL39_08a;Kralingse Plas;M14;;4,52862150958134;51,9395690610598
00067;KRALINGSE PLAS midden op plas;95041;438965;SCHIEL;Schieland;1;varen helling de Kooi;M14;;1;1991;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;;4,51531286076836;51,9359116082383
00068;Kralingse Plas, noordwesthoek van plas;94930;439552;SCHIEL;Schieland;1;;M14;;;1991;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;;4,51359634043329;51,9411752204907
00069;Kralingse Plas, westzijde voor W.S.V.Aeolus;94511;438921;SCHIEL;Schieland;3;;M14;;;1991;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;;4,50761450745184;51,9354587637158
00070;Kralingse Plas, oostzijde van kralingsverlaat;94277;438796;SCHIEL;Schieland;1;;M14;;;1991;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;;4,50423431215326;51,9343098397978
00071;Bergse Achterplas, midden op de plas;92793;440777;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,4822994655984;51,9519496812476
00072;Bergse Achterplas, jachthaven;92549;440363;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47882578403508;51,9482015782838
00073;Bergse Achterplas, zomerhuisjes;93023;440762;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;;4,48564750504747;51,9518405658227
00074;Bergse Voorplas, jachthaven;93561;440326;SCHIEL;Schieland;3;;-;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;Rotte;Rotterdam;;;Overige watergang;;;;36;2;;;;;4,4935506577975;51,9479818218139
00075;Uitstroomopening singels C.N.A. Looslaan;93228;441206;SCHIEL;Schieland;3;;M27;;;1987;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;;4,48854934173905;51,9558537531091
00076;Bergse Achterplas begin jachthaven bij tennisbaan;92809;440502;SCHIEL;Schieland;3;;M27;;;1987;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,48258197927611;51,9494799633586
00077;Bergse Achterplas zuidelijk deel nabij jachthaven;92442;440317;SCHIEL;Schieland;3;;M27;;;1987;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47727798713088;51,9477761311701
00078;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
00079;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
00080;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
00083;Ommoordse Veld, inlaatwater in de tussenboezem;96763;442657;SCHIEL;Schieland;3;;-;;;1997;;Kleidek op veen;VEEN;Geel;;Rotterdam;;Boezem;Regulier;;Rotterdam;;;Boezem;;;;4;0,6;;;;;4,53972448429945;51,9692761449436
00084;Ommoordse Veld, parkvijver in het midden;96918;442414;SCHIEL;Schieland;3;;-;;;1997;;Kleidek op veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;9;0,6;;;;;4,54202097555194;51,9671084345475
00085;Ommoordse Veld, nabij Keizershof;97194;442267;SCHIEL;Schieland;3;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;9;0,6;;;;;4,54606154348471;51,9658160714074
00086;Ommoordse Veld, nabij Hoogerbrug;96510;442305;SCHIEL;Schieland;3;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;8;0,6;;;;;4,53610315312305;51,9660860055403
00087;Bleiswijkse Zoom, Zeeltje;97446;446118;SCHIEL;Schieland;3;;M27;;;1990;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;Plassen;Regulier;Rotte;Bleiswijk;;;Overige watergang;;;;125;1;NL39_06a;Bleiswijkse Zoom;M27;;4,54908165913089;52,0004526760353
00088;Bleiswijkse Zoom, Galgje;97250;445659;SCHIEL;Schieland;3;;M27;;;1990;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;Plassen;Regulier;;Bleiswijk;;;Overige watergang;;;;11;1,8;NL39_06a;Bleiswijkse Zoom;M27;;4,5463050983356;51,9963071168379
00089;Limiettocht nabij 2e tocht oost bij begin bossage;96140;445143;SCHIEL;Schieland;3;;-;;;1990;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;11;1;;;;;4,53023272323597;51,9915530611998
00090;1e Tocht oost kruising landbouwweg Hoekeindse weg;96051;445363;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,4;;;;;4,52889922925774;51,993520833176
00091;Vaart Bleiswijk t.h.v. Hoekeindseweg 144;96021;446763;SCHIEL;Schieland;3;;M10;;;1990;;Bebouwing;STEDELIJK;Geel;;Lansingerland;;Boezem;Regulier;;Bleiswijk;;;Boezem;;;;7;0,8;NL39_02a;Vaart Bleiswijk;M10;;4,5282214584146;52,0060999081119
00092;Wilgenlei 44 2e kavelsloot noordelijk van brug;96210;445573;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;0,8;;;;;4,53117801245312;51,9954250357903
00093;Wilgenlei 44 3e kavelsloot noordelijk van brug;96135;445490;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,4;;;;;4,530100332515;51,994671138675
00094;Kolk I, Esse, Gansdorp en Blaardorppolder;0;0;SCHIEL;Schieland;3;;-;;;1990;;;;;;;;;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
00095;Kolk II, Esse, Gansdorp en Blaardorppolder;0;0;SCHIEL;Schieland;3;;-;;;1990;;;;;;;;;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
00096;Klaas Klinkertkade;101125;439814;SCHIEL;Schieland;1;;-;;;1990;;Bebouwing;STEDELIJK;Geel;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;;;Hoofdwatergang;;;;15;0,9;;;;;4,60364150046664;51,9441647620404
00097;Truckcenter Zevenhuizen 1;99386;449270;SCHIEL;Schieland;3;;-;;;1972;;Lichte klei met homogeen profiel;KLEI;Blauw;;Zuidplas;;;Regulier;Ringvaart Zuidplaspolder;Zevenhuizen;;;Overige watergang;;;;10,9;1,28;;;;;4,57681780906624;52,0289787353215
00098;Truckcenter Zevenhuizen 2;99061;449250;SCHIEL;Schieland;3;;-;;;1988;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;;Zuidplas;;;Regulier;Machinetocht noord;Zevenhuizen;;;Overige watergang;;;;5;0,75;;;;;4,57208576466359;52,0287663014892
00099;Pleisterplaats Moordrecht nabij restaurant;104460;445850;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;Blauw;;Zuidplas;;;Regulier;;Moordrecht;;;Overige watergang;;;;4;0,8;;;;;4,65125288002471;51,9987270016367
00100;Singel n.o. van C.N.A. Looslaan;93447;441035;SCHIEL;Schieland;3;;M27;;;1989;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;;4,49176561414599;51,954341220891
00101;Rotte, t.h.v. van gemaal Tweemanspolder voor brug;98163;449457;SCHIEL;Schieland;3;;M03;;;1971;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;33;1;NL39_01a;Rotteboezem;M3;;4,55896742565747;52,0305353775904
00102;Rotte, t.h.v. zinker Molenviergang (Molenweg);98047;448698;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Lansingerland;;Boezem;Regulier;Rotte;Bleiswijk;;;Boezem;;;;130;1;NL39_01a;Rotteboezem;M3;;4,5574035813931;52,0237020799556
00103;ROTTE thv inlaat Lange Vaart Bleiswijks Verlaat;97952;447762;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Lansingerland;;Boezem;Regulier;;Bleiswijk;1;;Boezem;;;;7;0,8;NL39_01a;Rotteboezem;M3;;4,55617559683997;52,0152801526816
00104;ROTTEMEER NOORD thv de Roerdomp;98128;446820;SCHIEL;Schieland;1;;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Hennipsloot;Zevenhuizen;1;;Boezem;;;;8,2;1,3;NL39_01a;Rotteboezem;M3;;4,55889562521287;52,0068321180184
00105;Rotte, t.h.v. jachthaven De Eendragt Cal.plan. Ztm;97683;446191;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;;4,55252037091813;52,0011332790812
00106;Rotte, voor Pekland, zuid van zuidmeer;97500;445444;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;;4,54998105287418;51,9944007832286
00107;Rotte, t.h.v. bungalowpark De Bonk te Zevenhuizen;97333;444785;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;75;1,6;NL39_01a;Rotteboezem;M3;;4,54766059560834;51,9884607791769
00110;Eerste perceelsloot ZO van Zuidelijke Dwarsweg;103121;446874;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;7;0,6;;;;;4,63160122916689;52,0078066812188
00111;Scheisloot ZW van middelweg, 4e sloot zuid spoor;104584;445561;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;;4,65310091584061;51,9961408750496
00112;Scheisloot ZW van Middelweg, 1e sloot noord fietsp;104771;445238;SCHIEL;Schieland;1;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;;4,655870932824;51,9932548444749
00113;Scheisloot ZW van Middelweg, 1e sloot noord nr. 23;104084;446028;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;;4,64575165137691;52,0002924213806
00114;Scheisloot ZW van Middelweg, 4e sloot noord fietsp;104315;444954;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;7;1;;;;;4,64927411517898;51,9906609350304
00115;Tweede perceelsloot ZO van A20;103944;445320;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;;4,64381859455489;51,9939163839932
00116;Scheisloot ZW van Middelweg, 2e sloot noord nr 23;103708;445708;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;;4,64032459551944;51,9973817931478
00117;Scheisloot ZW van Middelweg, 6e sloot noord nr 23;103560;445844;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;;4,63814928074914;51,9985904018331
00118;Scheisloot ZW van Middelweg, 3e sloot zuid fietspa;104529;444745;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;5;0,8;;;;;4,65242029363216;51,9888020292846
00120;ROTTEMEER NOORD midden thv Roerdomp;97880;446818;SCHIEL;Schieland;1;varen helling de Kooi;M03;;1;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;;4,55528434724117;52,006788671952
00121;ROTTEMEER ZUID midden thv afgekn molen Rottedijk 5;97712;445731;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;;4,55301955926219;51,9970020797601
00122;Rotte, 250m. zuid van Holvoeterbrug;98468;450377;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Moerkapelle;;;Boezem;;;;130;1,2;NL39_01a;Rotteboezem;M3;;4,56325940070678;52,0388349134783
00123;ROTTE thv afgekn molen Rottedijk 19 Bleiswijk;98482;450073;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;150;130;1,2;NL39_01a;Rotteboezem;M3;;4,56351367573717;52,0361041881177
00124;VIJVER BLEISWIJKSE ZOOM noordpunt in badzone;97730;447600;SCHIEL;Schieland;1;;M27;;;1986;;Klei met zware tussenlaag of ondergrond;KLEI;Groen;1;Lansingerland;;Plassen;Regulier;;Bleiswijk;1;;Overige watergang;;;;7;0,8;NL39_06a;Bleiswijkse Zoom;M27;1;4,55296911519081;52,0138013292241
00125;VIJVER BLEISWIJKSE ZOOM via Rottedijk va voetbrug;97546;446726;SCHIEL;Schieland;1;;M27;;;1986;;Lichte klei met homogeen profiel;KLEI;Groen;1;Lansingerland;;Plassen;Regulier;Rotte;Bleiswijk;1;;Overige watergang;;;20;125;1;NL39_06a;Bleiswijkse Zoom;M27;;4,55043576515724;52,0059273553599
