mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;Basis-jaarlijks;Beginjaar;Bestrijdingsmiddelen;Bodemtype (detail);Bodemtype (grof);Ecokleurenkoers;Fysisch-chemisch;Gemeente;KRW-biologie;Landgebruik 2015;Meetpuntsoort;Naam water;Plaatsnaam;Publicatie op internet 1;Quickscan-vegetatie;Type watergang;Vistrajecten;Vlakdekkende vegetatieopnamen;Waterbreedte in m (in het veld geschat);Waterbreedte in m (legger);Waterdiepte in m (legger);Waterlichaamcode;Waterlichaamnaam;Watertype waterlichaam;Zwemwater
00068;Kralingse Plas, noordwesthoek van plas;94930;439552;SCHIEL;Schieland;1;;M14;;;1991;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;
00069;Kralingse Plas, westzijde voor W.S.V.Aeolus;94511;438921;SCHIEL;Schieland;3;;M14;;;1991;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;
00070;Kralingse Plas, oostzijde van kralingsverlaat;94277;438796;SCHIEL;Schieland;1;;M14;;;1991;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;
00071;Bergse Achterplas, midden op de plas;92793;440777;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
00072;Bergse Achterplas, jachthaven;92549;440363;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
00073;Bergse Achterplas, zomerhuisjes;93023;440762;SCHIEL;Schieland;3;;M27;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;
00074;Bergse Voorplas, jachthaven;93561;440326;SCHIEL;Schieland;3;;-;;;1989;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;Rotte;Rotterdam;;;Overige watergang;;;;36;2;;;;
00075;Uitstroomopening singels C.N.A. Looslaan;93228;441206;SCHIEL;Schieland;3;;M27;;;1987;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;
00076;Bergse Achterplas begin jachthaven bij tennisbaan;92809;440502;SCHIEL;Schieland;3;;M27;;;1987;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
00077;Bergse Achterplas zuidelijk deel nabij jachthaven;92442;440317;SCHIEL;Schieland;3;;M27;;;1987;;Water;OVERIG;Groen;;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
00078;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;
00079;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;
00080;Bergse Achterplas;0;0;SCHIEL;Schieland;3;;-;;;1988;;;;;;;;Recreatie;Regulier;;;;;Overige watergang;;;;13;0,8;;;;
00083;Ommoordse Veld, inlaatwater in de tussenboezem;96763;442657;SCHIEL;Schieland;3;;-;;;1997;;Kleidek op veen;VEEN;Geel;;Rotterdam;;Boezem;Regulier;;Rotterdam;;;Boezem;;;;4;0,6;;;;
00084;Ommoordse Veld, parkvijver in het midden;96918;442414;SCHIEL;Schieland;3;;-;;;1997;;Kleidek op veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;9;0,6;;;;
00085;Ommoordse Veld, nabij Keizershof;97194;442267;SCHIEL;Schieland;3;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;9;0,6;;;;
00086;Ommoordse Veld, nabij Hoogerbrug;96510;442305;SCHIEL;Schieland;3;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;8;0,6;;;;
00087;Bleiswijkse Zoom, Zeeltje;97446;446118;SCHIEL;Schieland;3;;M27;;;1990;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;Plassen;Regulier;Rotte;Bleiswijk;;;Overige watergang;;;;125;1;NL39_06a;Bleiswijkse Zoom;M27;
00088;Bleiswijkse Zoom, Galgje;97250;445659;SCHIEL;Schieland;3;;M27;;;1990;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;Plassen;Regulier;;Bleiswijk;;;Overige watergang;;;;11;1,8;NL39_06a;Bleiswijkse Zoom;M27;
00089;Limiettocht nabij 2e tocht oost bij begin bossage;96140;445143;SCHIEL;Schieland;3;;-;;;1990;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;11;1;;;;
00090;1e Tocht oost kruising landbouwweg Hoekeindse weg;96051;445363;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,4;;;;
00091;Vaart Bleiswijk t.h.v. Hoekeindseweg 144;96021;446763;SCHIEL;Schieland;3;;M10;;;1990;;Bebouwing;STEDELIJK;Geel;;Lansingerland;;Boezem;Regulier;;Bleiswijk;;;Boezem;;;;7;0,8;NL39_02a;Vaart Bleiswijk;M10;
00092;Wilgenlei 44 2e kavelsloot noordelijk van brug;96210;445573;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;0,8;;;;
00093;Wilgenlei 44 3e kavelsloot noordelijk van brug;96135;445490;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,4;;;;
00094;Kolk I, Esse, Gansdorp en Blaardorppolder;0;0;SCHIEL;Schieland;3;;-;;;1990;;;;;;;;;Regulier;;;;;Overige watergang;;;;13;0,8;;;;
00095;Kolk II, Esse, Gansdorp en Blaardorppolder;0;0;SCHIEL;Schieland;3;;-;;;1990;;;;;;;;;Regulier;;;;;Overige watergang;;;;13;0,8;;;;
00096;Klaas Klinkertkade;101125;439814;SCHIEL;Schieland;1;;-;;;1990;;Bebouwing;STEDELIJK;Geel;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;;;Hoofdwatergang;;;;15;0,9;;;;
00097;Truckcenter Zevenhuizen 1;99386;449270;SCHIEL;Schieland;3;;-;;;1972;;Lichte klei met homogeen profiel;KLEI;Blauw;;Zuidplas;;;Regulier;Ringvaart Zuidplaspolder;Zevenhuizen;;;Overige watergang;;;;10,9;1,28;;;;
00098;Truckcenter Zevenhuizen 2;99061;449250;SCHIEL;Schieland;3;;-;;;1988;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;;Zuidplas;;;Regulier;Machinetocht noord;Zevenhuizen;;;Overige watergang;;;;5;0,75;;;;
00099;Pleisterplaats Moordrecht nabij restaurant;104460;445850;SCHIEL;Schieland;3;;-;;;1990;;Lichte klei met homogeen profiel;KLEI;Blauw;;Zuidplas;;;Regulier;;Moordrecht;;;Overige watergang;;;;4;0,8;;;;
00100;Singel n.o. van C.N.A. Looslaan;93447;441035;SCHIEL;Schieland;3;;M27;;;1989;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;NL39_07a;Bergse Plassen;M27;
00101;Rotte, t.h.v. van gemaal Tweemanspolder voor brug;98163;449457;SCHIEL;Schieland;3;;M03;;;1971;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;33;1;NL39_01a;Rotteboezem;M3;
00102;Rotte, t.h.v. zinker Molenviergang (Molenweg);98047;448698;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Lansingerland;;Boezem;Regulier;Rotte;Bleiswijk;;;Boezem;;;;130;1;NL39_01a;Rotteboezem;M3;
00103;ROTTE thv inlaat Lange Vaart Bleiswijks Verlaat;97952;447762;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Lansingerland;;Boezem;Regulier;;Bleiswijk;1;;Boezem;;;;7;0,8;NL39_01a;Rotteboezem;M3;
00104;ROTTEMEER NOORD thv de Roerdomp;98128;446820;SCHIEL;Schieland;1;;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Hennipsloot;Zevenhuizen;1;;Boezem;;;;8,2;1,3;NL39_01a;Rotteboezem;M3;
00105;Rotte, t.h.v. jachthaven De Eendragt Cal.plan. Ztm;97683;446191;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;
00106;Rotte, voor Pekland, zuid van zuidmeer;97500;445444;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;
00107;Rotte, t.h.v. bungalowpark De Bonk te Zevenhuizen;97333;444785;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;;;Boezem;;;;75;1,6;NL39_01a;Rotteboezem;M3;
00110;Eerste perceelsloot ZO van Zuidelijke Dwarsweg;103121;446874;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;7;0,6;;;;
00111;Scheisloot ZW van middelweg, 4e sloot zuid spoor;104584;445561;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;
00112;Scheisloot ZW van Middelweg, 1e sloot noord fietsp;104771;445238;SCHIEL;Schieland;1;;-;;;1997;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;
00113;Scheisloot ZW van Middelweg, 1e sloot noord nr. 23;104084;446028;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;2;0,4;;;;
00114;Scheisloot ZW van Middelweg, 4e sloot noord fietsp;104315;444954;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;7;1;;;;
00115;Tweede perceelsloot ZO van A20;103944;445320;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;
00116;Scheisloot ZW van Middelweg, 2e sloot noord nr 23;103708;445708;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;
00117;Scheisloot ZW van Middelweg, 6e sloot noord nr 23;103560;445844;SCHIEL;Schieland;1;;-;;;1997;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;20;0,8;;;;
00118;Scheisloot ZW van Middelweg, 3e sloot zuid fietspa;104529;444745;SCHIEL;Schieland;1;;-;;;1997;;Veen op ongerijpte klei;VEEN;Blauw;1;Zuidplas;;Gras;Regulier;;Moordrecht;;;Overige watergang;;;;5;0,8;;;;
00120;ROTTEMEER NOORD midden thv Roerdomp;97880;446818;SCHIEL;Schieland;1;varen helling de Kooi;M03;;1;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;
00121;ROTTEMEER ZUID midden thv afgekn molen Rottedijk 5;97712;445731;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;;125;1;NL39_01a;Rotteboezem;M3;
00122;Rotte, 250m. zuid van Holvoeterbrug;98468;450377;SCHIEL;Schieland;3;;M03;;;1986;;Water;OVERIG;Groen;;Zuidplas;;Boezem;Regulier;Rotte;Moerkapelle;;;Boezem;;;;130;1,2;NL39_01a;Rotteboezem;M3;
00123;ROTTE thv afgekn molen Rottedijk 19 Bleiswijk;98482;450073;SCHIEL;Schieland;1;varen helling de Kooi;M03;;;1986;;Water;OVERIG;Groen;1;Zuidplas;;Boezem;Regulier;Rotte;Zevenhuizen;1;;Boezem;;;150;130;1,2;NL39_01a;Rotteboezem;M3;
00124;VIJVER BLEISWIJKSE ZOOM noordpunt in badzone;97730;447600;SCHIEL;Schieland;1;;M27;;;1986;;Klei met zware tussenlaag of ondergrond;KLEI;Groen;1;Lansingerland;;Plassen;Regulier;;Bleiswijk;1;;Overige watergang;;;;7;0,8;NL39_06a;Bleiswijkse Zoom;M27;1
00125;VIJVER BLEISWIJKSE ZOOM via Rottedijk va voetbrug;97546;446726;SCHIEL;Schieland;1;;M27;;;1986;;Lichte klei met homogeen profiel;KLEI;Groen;1;Lansingerland;;Plassen;Regulier;Rotte;Bleiswijk;1;;Overige watergang;;;20;125;1;NL39_06a;Bleiswijkse Zoom;M27;
00126;VIJVER BLEISWIJKSE ZOOM Z punt va steiger;97191;445719;SCHIEL;Schieland;1;;M27;;;1986;;Klei met zware tussenlaag of ondergrond;KLEI;Groen;1;Lansingerland;;Plassen;Regulier;;Bleiswijk;1;;Overige watergang;;;;11;1,8;NL39_06a;Bleiswijkse Zoom;M27;
00128;KRALINGSE PLAS westzijde plas thv strand;94669;439366;SCHIEL;Schieland;1;varen;M14;;;1986;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;1
00130;VIJVER LAGE BERGSE BOS  P-plaats Bergsehof zuid;95050;442376;SCHIEL;Schieland;1;;M30;;;1986;;Veen op ongerijpte klei;VEEN;Groen;1;Lansingerland;;Recreatie;Regulier;;Bergschenhoek;1;;Overige watergang;;;;16;1,5;NL39_05a;Lage Bergse Bos;M30;
00131;ZEVENHUIZERPLAS bij N-W strand in badzone;97896;444094;SCHIEL;Schieland;1;varen botenhelling Strandweg;M20;;;1986;;Lichte klei met homogeen profiel;KLEI;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;1
00132;Zevenhuizerplas, ter hoogte van oostelijk strand;98974;443634;SCHIEL;Schieland;1;;M20;;;1988;;Veen op ongerijpte klei;VEEN;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
00133;Rotte, ter hoogte van Rottebanbrug vanaf brug;97262;443032;SCHIEL;Schieland;3;;M03;;;1988;;Kleidek op veen;VEEN;Groen;;Rotterdam;;Boezem;Regulier;Rotte;Rotterdam;;;Boezem;;;;30;2;NL39_01a;Rotteboezem;M3;
00134;Kralingse Plas, noordoost hoek bij restaurant;95656;439275;SCHIEL;Schieland;1;;M14;;;1988;;Water;OVERIG;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;;3;0,6;NL39_08a;Kralingse Plas;M14;
00135;ZEVENHUIZERPLAS bij N-O strand in badzone;98405;444169;SCHIEL;Schieland;1;varen botenhelling Strandweg;M20;;;2007;;Lichte klei met homogeen profiel;KLEI;Groen;1;Rotterdam;;Recreatie;Regulier;;Rotterdam;1;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00136;Rotte, t.h.v. Rottekade 231 te Bergschenhoek;95420;441985;SCHIEL;Schieland;3;;M03;;;1989;;Water;OVERIG;Groen;;Lansingerland;;Boezem;Regulier;Rotte;Bergschenhoek;;;Boezem;;;;30;2;NL39_01a;Rotteboezem;M3;
00137;Rotte, t.h.v. Irenebrug (Calamiteitenplan Ztm.);95292;441144;SCHIEL;Schieland;1;;M03;;;;;Water;OVERIG;Groen;1;Rotterdam;;Boezem;Regulier;Rotte;Rotterdam;;;Boezem;;;;36;2;NL39_01a;Rotteboezem;M3;
00138;Rotte spoorbrug Rotterdam - Gouda;93004;439783;SCHIEL;Schieland;1;;M03;;;2013;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Boezem;Regulier;Rotte;Rotterdam;;;Boezem;;;;36;2;NL39_01a;Rotteboezem;M3;
00140;PAAIPLAATS watergang gebied Ringdijk va brug;92583;441136;SCHIEL;Schieland;1;;M27;;;2007;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
00141;ZEVENHUIZERPLAS II midden op plas;99113;444108;SCHIEL;Schieland;1;varen botenhelling Strandweg;M20;;1;2008;;Lichte klei met homogeen profiel;KLEI;Groen;1;Rotterdam;;Plassen;Regulier;;Rotterdam;1;;Overige watergang;;;600;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-1;ZEVENHUIZERPLAS II midden op plas, op 1m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-10;ZEVENHUIZERPLAS II midden op plas, op 10m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-11;ZEVENHUIZERPLAS II midden op plas, op 11m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-12;ZEVENHUIZERPLAS II midden op plas, op 12m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-13;ZEVENHUIZERPLAS II midden op plas, op 13m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-14;ZEVENHUIZERPLAS II midden op plas, op 14m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-15;ZEVENHUIZERPLAS II midden op plas, op 15m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-16;ZEVENHUIZERPLAS II midden op plas, op 16m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-17;ZEVENHUIZERPLAS II midden op plas, op 17m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-18;ZEVENHUIZERPLAS II midden op plas, op 18m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-19;ZEVENHUIZERPLAS II midden op plas, op 19m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-2;ZEVENHUIZERPLAS II midden op plas, op 2m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-20;ZEVENHUIZERPLAS II midden op plas, op 20m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-21;ZEVENHUIZERPLAS II midden op plas, op 21m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-22;ZEVENHUIZERPLAS II midden op plas, op 22m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-23;ZEVENHUIZERPLAS II midden op plas, op 23m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-24;ZEVENHUIZERPLAS II midden op plas, op 24m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-25;ZEVENHUIZERPLAS II midden op plas, op 25m diepte;99113;444108;SCHIEL;Schieland;1;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Plassen;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-26;ZEVENHUIZERPLAS II midden op plas, op 26m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-27;ZEVENHUIZERPLAS II midden op plas, op 27m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-28;ZEVENHUIZERPLAS II midden op plas, op 28m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-3;ZEVENHUIZERPLAS II midden op plas, op 3m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-4;ZEVENHUIZERPLAS II midden op plas, op 4m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-5;ZEVENHUIZERPLAS II midden op plas, op 5m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-6;ZEVENHUIZERPLAS II midden op plas, op 6m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-7;ZEVENHUIZERPLAS II midden op plas, op 7m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-8;ZEVENHUIZERPLAS II midden op plas, op 8m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
00141-9;ZEVENHUIZERPLAS II midden op plas, op 9m diepte;99113;444108;SCHIEL;Schieland;2;afwijkende diepte;M20;;;2012;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Diepteprofiel;;Rotterdam;;;Overige watergang;;;;8;1;NL39_04a;Zevenhuizerplas;M20;
